TiCl4(ד) |-763,16|354,8|107,18|0,47|-10,55
TiO2(ך)נףעטכ |-944,75|50,33|62,86|11,36|-9,96
TiO2(ך)אםאעאח|-933,03|49,92|75,04|0|-17,63
Tl(ך)|0|64,18|22,01|14,48|0
TlCl(ך)|-204,18|111,29|50,21|8,37|0 
TlCl(ד) |-68,41|256,06|37,4|0|-1,05
Tl2O(ך)|-167,36|134,31|56,07|41,84|0
U(ך)|0|50,29|16,19|30,63|2,05
UF4(ך)|-1910,37|151,67|107,53|29,29|-0,25
UF4(ד) |-1591,55|349,36|0 |0 |0 
UF6(ך)|-2188,23|227,61|52,72|384,93|0 
UF6(ד) |-2138,61|377,98|151,04|5,44|-20,38
UO2(ך)|-1084,91|77,82|80,33|6,78|-16,57
UO2F2(ך) |-1637,2|135,56|222,88|8,62|-19,92
UO2(NO3)2(ך)|-1348,99|276,33|0 |0 |0 
W(ך)|0|32,64|22,91|4,69|0
WO3(ך)|-842,91|75,9|87,65|16,17|-17,5
WS2(ך)|-259,41|64,85|68,63|15,61|-8,66
Zn(ך)|0|41,63|22,38|10,04|0
ZnCO3(ך)|-812,53|80,33|38,91|138,07|0 
ZnCl2(ך)|-415,05|111,46|60,67|23,01|0 
ZnCl2(ד) |-265,68|276,56|60,25|0,84|0 
ZnO(ך)|-348,11|43,51|48,99|5,1|-9,12
ZnS(ך)|-205,18|57,66|49,25|5,27|-4,85
ZnSO4(ך)|-981,36|110,54|76,36|76,15|0 
Zn(OH)2(ך)|-645,43|76,99|0 |0 |0 
Zr(ך)|0|38,99|21,97|11,63|0
ZrCl4(ך)|-979,77|181,42|124,97|14,14|-8,37
ZrCl4(ד) |-869,31|368,19|107,46|0,29|-8,26
ZrO2(ך)|-1097,46|50,36|69,62|7,53|-14,06
